  disasm                           seq_num  
add r3, r0, r3                      14198
mov r1, r5                          14199
ldr r0, [r3, #8]                    14200
mov lr, pc                          14201
ldr pc, [r3, #4]                    14202
ldr r2, [pc, #56]                   14235
ldr r3, [pc, #56]                   14236
str_uop r4, [sp, #12]               14237
str_uop r5, [sp, #8]                14238
str_uop lr, [sp, #4]                14239
subi_uop sp, sp, #12                14240
rsb r3, r2, r3                      14241
sub sp, sp, #4                      14242
movs r4, r3, ASR #2                 14243
beq                                 14244
mov r3, r4, LSL #2                  14245
add r5, r2, r3                      14246
ldr r3, [r5, #-4]!                  14247
subi_uop r5, r5, #4                 14248
blx                                 14249
ldr r0, [pc, #0]                    14275
b                                   14276
str_uop r4, [sp, #8]                14290
str_uop lr, [sp, #4]                14291
subi_uop sp, sp, #8                 14292
mov r4, r0                          14293
ldr r0, [r0, #16]                   14294
sub sp, sp, #24                     14295
cmps r0, #0                         14296
beq                                 14297
add sp, sp, #24                     14654
ldr2_uop r4,r36, [sp, #0]           14655
addi_uop sp, sp, #8                 14656
uopReg_uop pc, r36                  14657
subs r4, r4, #1                     14658
bne                                 14659
ldr r3, [r5, #-4]!                  14660
subi_uop r5, r5, #4                 14661
blx                                 14662
str_uop r4, [sp, #8]                14730
str_uop lr, [sp, #4]                14731
subi_uop sp, sp, #8                 14732
ldr r4, [pc, #40]                   14733
ldrb r3, [r4, #0]                   14734
cmps r3, #0                         14735
ldr2_uopne r4,r36, [sp, #0]         14736
addi_uopne sp, sp, #8               14737
uopReg_uopne pc, r36                14738
ldr r3, [pc, #28]                   14796
cmps r3, #0                         14797
beq                                 14798
mov r3, #1                          14799
strb r3, [r4, #0]                   14800
ldr2_uop r4,r36, [sp, #0]           14801
addi_uop sp, sp, #8                 14802
uopReg_uop pc, r36                  14803
subs r4, r4, #1                     14804
bne                                 14805
add sp, sp, #4                      14866
ldr2_uop r4,r5, [sp, #0]            14867
ldr_uop lr, [sp, #8]                14868
addi_uop sp, sp, #12                14869
b                                   14870
str lr, [sp, #-4]!                  14871
subi_uop sp, sp, #4                 14872
sub sp, sp, #4                      14873
add sp, sp, #4                      14874
ldr_uop r36, [sp, #0]               14875
addi_uop sp, sp, #4                 14876
uopReg_uop pc, r36                  14877
b                                   14913
ldr r0, [r4, #0]                    14914
ldr r3, [r0, #4]                    14915
cmps r3, #0                         14916
beq                                 14917
ldr r3, [r0, #0]                    14950
cmps r3, #0                         14951
str r3, [r4, #0]                    14952
beq                                 14953
ldr r3, [r4, #0]                    14957
cmps r3, #0                         14958
beq                                 14959
ldr r4, [pc, #108]                  14979
ldr r6, [pc, #108]                  14980
cmps r6, r4                         14981
bls                                 14982
ldr r3, [r4] #4                     14983
addi_uop r4, r4, #4                 14984
blx                                 14985
str_uop r4, [sp, #36]               15004
str_uop r5, [sp, #32]               15005
str_uop r6, [sp, #28]               15006
str_uop r7, [sp, #24]               15007
str_uop r8, [sp, #20]               15008
str_uop r9, [sp, #16]               15009
str_uop r10, [sp, #12]              15010
str_uop fp, [sp, #8]                15011
str_uop lr, [sp, #4]                15012
subi_uop sp, sp, #36                15013
mov r0, #0                          15014
sub sp, sp, #4                      15015
bl                                  15016
ldr r3, [pc, #816]                  15019
str_uop r4, [sp, #36]               15020
str_uop r5, [sp, #32]               15021
str_uop r6, [sp, #28]               15022
